3,1,1,1,3
5,1,1,1,3
7,1,1,1,3
9,1,1,0,2
11,0,0,1,1
13,1,1,1,3
15,1,1,1,3
17,1,1,1,3
19,1,1,1,3
21,0,0,1,1
23,0,0,1,1
25,0,0,0,0
27,0,1,0,1
29,0,0,0,0
31,1,1,1,3
33,1,1,0,2
35,0,0,0,0
37,0,0,0,0
39,0,0,1,1
41,0,0,0,0
43,0,0,1,1
45,0,0,1,1
47,0,0,0,0
49,0,1,1,2
51,0,0,0,0
53,0,0,0,0
55,0,0,0,0
57,0,0,0,0
59,0,0,0,0
61,1,1,1,3
63,1,0,1,2
65,1,1,0,2
67,1,0,0,1
69,0,1,0,1
71,0,0,0,0
73,0,0,0,0
75,0,0,1,1
77,0,1,0,1
79,0,0,1,1
81,0,0,0,0
83,0,0,0,0
85,0,1,1,2
87,0,0,1,1
89,0,1,0,1
91,0,0,0,0
93,0,1,0,1
95,0,0,0,0
97,0,0,0,0
99,0,0,0,0
101,0,0,1,1
103,0,0,0,0
105,0,0,0,0
107,0,1,0,1
109,0,0,0,0
111,0,0,0,0
113,0,0,0,0
115,0,0,0,0
117,0,0,1,1
119,0,0,0,0
121,0,0,0,0
123,0,0,0,0
125,0,0,0,0
127,1,1,1,3
129,1,1,0,2
131,0,0,0,0
133,0,1,0,1
135,0,0,0,0
137,0,0,0,0
139,0,0,0,0
141,0,0,0,0
143,0,0,0,0
145,0,1,0,1
147,0,0,0,0
149,0,0,0,0
151,0,0,0,0
153,0,0,0,0
155,0,0,0,0
157,0,0,0,0
159,0,0,0,0
161,0,0,1,1
163,0,0,0,0
165,0,1,0,1
167,0,0,1,1
169,0,0,0,0
171,0,0,0,0
173,0,0,0,0
175,0,0,0,0
177,0,0,0,0
179,0,0,0,0
181,0,0,0,0
183,0,0,1,1
185,0,0,0,0
187,0,0,1,1
189,0,0,0,0
191,0,0,1,1
193,0,0,0,0
195,0,1,0,1
197,0,0,0,0
199,0,0,1,1
201,0,0,0,0
203,0,0,0,0
205,0,0,1,1
207,0,0,1,1
209,0,0,0,0
211,0,0,0,0
213,0,0,0,0
215,0,0,0,0
217,0,0,0,0
219,0,0,0,0
221,0,0,0,0
223,0,0,0,0
225,0,0,0,0
227,0,0,0,0
229,0,0,0,0
231,0,0,0,0
233,0,0,0,0
235,0,0,0,0
237,0,0,0,0
239,0,0,0,0
241,0,0,0,0
243,0,0,0,0
245,0,0,0,0
247,0,0,0,0
249,0,0,0,0
251,0,0,0,0
253,1,0,0,1
255,1,0,0,1
257,1,0,0,1
259,1,0,0,1
261,0,1,0,1
263,0,0,0,0
265,0,0,0,0
267,0,0,0,0
269,0,0,0,0
271,0,0,0,0
273,0,0,0,0
275,0,0,1,1
277,0,0,0,0
279,0,0,0,0
281,0,0,0,0
283,0,0,0,0
285,0,0,0,0
287,0,0,0,0
289,0,0,0,0
291,0,0,0,0
293,0,0,0,0
295,0,0,1,1
297,0,0,0,0
299,0,0,0,0
301,0,0,0,0
303,0,0,0,0
305,0,0,0,0
307,0,0,0,0
309,0,0,0,0
311,0,0,0,0
313,0,0,1,1
315,0,0,0,0
317,0,0,0,0
319,0,0,0,0
321,0,0,0,0
323,0,0,0,0
325,0,0,0,0
327,0,0,0,0
329,0,0,0,0
331,0,0,0,0
333,0,0,0,0
335,0,0,0,0
337,0,0,0,0
339,0,0,0,0
341,0,0,0,0
343,0,0,0,0
345,0,1,1,2
347,0,0,1,1
349,0,0,0,0
351,0,0,0,0
353,0,0,0,0
355,0,0,0,0
357,0,0,0,0
359,0,0,0,0
361,0,0,0,0
363,0,0,0,0
365,0,0,0,0
367,0,0,0,0
369,0,0,0,0
371,0,0,0,0
373,0,0,0,0
375,0,0,0,0
377,0,0,0,0
379,0,0,0,0
381,0,0,0,0
383,0,0,0,0
385,0,0,0,0
387,0,0,0,0
389,0,0,0,0
391,0,0,0,0
393,0,0,0,0
395,0,0,0,0
397,0,0,0,0
399,0,0,0,0
401,0,0,0,0
403,0,0,0,0
405,0,0,0,0
407,0,0,0,0
409,0,0,0,0
411,0,0,0,0
413,0,0,0,0
415,0,0,0,0
417,0,0,0,0
419,0,0,0,0
421,0,0,0,0
423,0,0,0,0
425,0,1,0,1
427,0,0,0,0
429,0,0,0,0
431,0,0,0,0
433,0,0,0,0
435,0,0,0,0
437,0,0,0,0
439,0,0,0,0
441,0,0,0,0
443,0,0,0,0
445,0,0,0,0
447,0,1,0,1
449,0,0,0,0
451,0,0,0,0
453,0,0,0,0
455,0,0,0,0
457,0,0,0,0
459,0,0,0,0
461,0,0,0,0
463,0,0,0,0
465,0,0,0,0
467,0,0,0,0
469,0,0,0,0
471,0,1,0,1
473,0,0,0,0
475,0,0,0,0
477,0,0,1,1
479,0,0,0,0
481,0,0,0,0
483,0,0,0,0
485,0,0,0,0
487,0,0,0,0
489,0,0,0,0
491,0,0,0,0
493,0,0,0,0
495,0,0,1,1
497,0,0,0,0
499,0,0,0,0
501,0,0,0,0
503,0,0,0,0
505,0,0,0,0
507,0,1,0,1
509,0,0,0,0
511,1,0,0,1
513,1,0,0,1
515,0,0,0,0
517,0,0,0,0
519,0,0,0,0
521,0,1,0,1
523,0,0,0,0
525,0,0,0,0
527,0,0,0,0
529,0,0,0,0
531,0,0,0,0
533,0,0,0,0
535,0,0,0,0
537,0,0,0,0
539,0,0,0,0
541,0,0,0,0
543,0,0,0,0
545,0,0,0,0
547,0,0,0,0
549,0,0,0,0
551,0,0,0,0
553,0,0,1,1
555,0,0,0,0
557,0,0,0,0
559,0,0,0,0
561,0,0,0,0
563,0,0,0,0
565,0,0,0,0
567,0,1,0,1
569,0,0,0,0
571,0,0,0,0
573,0,0,0,0
575,0,0,0,0
577,0,0,0,0
579,0,1,0,1
581,0,0,0,0
583,0,0,0,0
585,0,0,0,0
587,0,0,0,0
589,0,0,0,0
591,0,0,0,0
593,0,0,0,0
595,0,0,0,0
597,0,0,0,0
599,0,0,0,0
601,0,0,0,0
603,0,0,0,0
605,0,0,0,0
607,0,1,0,1
609,0,0,0,0
611,0,0,0,0
613,0,0,0,0
615,0,0,1,1
617,0,0,0,0
619,0,0,0,0
621,0,0,0,0
623,0,0,0,0
625,0,0,0,0
627,0,0,0,0
629,0,0,0,0
631,0,0,0,0
633,0,0,0,0
635,0,0,0,0
637,0,0,0,0
639,0,0,0,0
641,0,0,0,0
643,0,0,0,0
645,0,0,0,0
647,0,0,0,0
649,0,0,0,0
651,0,0,0,0
653,0,0,0,0
655,0,0,0,0
657,0,0,0,0
659,0,0,0,0
661,0,0,0,0
663,0,0,0,0
665,0,0,0,0
667,0,0,0,0
669,0,0,0,0
671,0,0,0,0
673,0,0,0,0
675,0,0,0,0
677,0,0,0,0
679,0,0,0,0
681,0,0,0,0
683,0,0,0,0
685,0,0,0,0
687,0,0,0,0
689,0,0,0,0
691,0,0,0,0
693,0,0,1,1
695,0,0,0,0
697,0,0,0,0
699,0,0,0,0
701,0,0,1,1
703,0,0,0,0
705,0,0,0,0
707,0,0,0,0
709,0,0,0,0
711,0,0,0,0
713,0,0,0,0
715,0,0,0,0
717,0,0,0,0
719,0,0,0,0
721,0,0,0,0
723,0,0,0,0
725,0,0,0,0
727,0,0,0,0
729,0,0,0,0
731,0,0,0,0
733,0,0,0,0
735,0,0,0,0
737,0,0,0,0
739,0,0,0,0
741,0,0,0,0
743,0,0,0,0
745,0,1,0,1
747,0,0,0,0
749,0,0,0,0
751,0,0,0,0
753,0,0,0,0
755,0,0,0,0
757,0,0,0,0
759,0,0,0,0
761,0,0,0,0
763,0,0,0,0
765,0,0,0,0
767,0,0,0,0
769,0,0,0,0
771,0,0,0,0
773,0,0,0,0
775,0,0,0,0
777,0,0,1,1
779,0,0,0,0
781,0,0,1,1
783,0,0,0,0
785,0,0,0,0
787,0,0,0,0
789,0,0,0,0
791,0,0,0,0
793,0,0,0,0
795,0,1,0,1
797,0,0,0,0
799,0,0,0,0
801,0,0,0,0
803,0,0,0,0
805,0,0,0,0
807,0,0,0,0
809,0,0,0,0
811,0,0,0,0
813,0,0,0,0
815,0,0,0,0
817,0,0,0,0
819,0,0,0,0
821,0,0,0,0
823,0,0,0,0
825,0,0,0,0
827,0,0,0,0
829,0,0,0,0
831,0,0,0,0
833,0,0,0,0
835,0,0,1,1
837,0,0,0,0
839,0,0,0,0
841,0,0,0,0
843,0,0,0,0
845,0,0,0,0
847,0,0,0,0
849,0,0,0,0
851,0,0,0,0
853,0,0,0,0
855,0,0,0,0
857,0,0,0,0
859,0,0,0,0
861,0,0,0,0
863,0,0,0,0
865,0,0,0,0
867,0,0,0,0
869,0,0,0,0
871,0,0,0,0
873,0,0,0,0
875,0,0,0,0
877,0,0,0,0
879,0,0,0,0
881,0,0,0,0
883,0,0,0,0
885,0,0,0,0
887,0,0,0,0
889,0,0,0,0
891,0,0,0,0
893,0,0,0,0
895,0,0,0,0
897,0,1,0,1
899,0,0,0,0
901,0,0,0,0
903,0,0,0,0
905,0,0,0,0
907,0,0,0,0
909,0,1,0,1
911,0,0,0,0
913,0,0,0,0
915,0,0,0,0
917,0,0,1,1
919,0,0,0,0
921,0,0,0,0
923,0,0,0,0
925,0,0,0,0
927,0,0,0,0
929,0,0,0,0
931,0,0,0,0
933,0,0,0,0
935,0,0,0,0
937,0,0,0,0
939,0,0,0,0
941,0,0,0,0
943,0,0,0,0
945,0,0,0,0
947,0,0,0,0
949,0,0,0,0
951,0,0,0,0
953,0,0,0,0
955,0,0,0,0
957,0,0,0,0
959,0,0,0,0
961,0,0,0,0
963,0,0,0,0
965,0,0,0,0
967,0,0,0,0
969,0,0,0,0
971,0,0,0,0
973,0,0,0,0
975,0,0,0,0
977,0,0,0,0
979,0,0,0,0
981,0,0,0,0
983,0,0,0,0
985,0,0,0,0
987,0,0,0,0
989,0,0,0,0
991,0,0,0,0
993,0,0,0,0
995,0,0,1,1
997,0,0,0,0
999,0,0,0,0
1001,0,0,0,0
1003,0,0,0,0
1005,0,0,0,0
1007,0,0,0,0
1009,0,0,0,0
1011,0,0,0,0
1013,0,0,0,0
1015,0,0,0,0
1017,0,0,0,0
1019,0,0,0,0
1021,1,0,0,1
1023,1,0,0,1
1025,1,0,0,1
1027,1,0,0,1
1029,0,0,0,0
1031,0,0,0,0
1033,0,0,0,0
1035,0,0,0,0
1037,0,0,0,0
1039,0,0,0,0
1041,0,0,0,0
1043,0,0,0,0
1045,0,0,0,0
1047,0,0,0,0
1049,0,0,0,0
1051,0,0,0,0
1053,0,0,0,0
1055,0,0,0,0
1057,0,0,0,0
1059,0,0,0,0
1061,0,0,0,0
1063,0,0,0,0
