1;1
2;3
3;2
4;1
5;9
6;5
7;8
8;3
9;1
10;19
11;10
12;7
13;649
14;15
15;4
16;1
17;33
18;17
19;170
20;9
21;55
22;197
23;24
24;5
25;1
26;51
27;26
28;127
29;9801
30;11
31;1520
32;17
33;23
34;35
35;6
36;1
37;73
38;37
39;25
40;19
41;2049
42;13
43;3482
44;199
45;161
46;24335
47;48
48;7
49;1
50;99
51;50
52;649
53;66249
54;485
55;89
56;15
57;151
58;19603
59;530
60;31
61;1766319049
62;63
63;8
64;1
65;129
66;65
67;48842
68;33
69;7775
70;251
71;3480
72;17
73;2281249
74;3699
75;26
76;57799
77;351
78;53
79;80
80;9
81;1
82;163
83;82
84;55
85;285769
86;10405
87;28
88;197
89;500001
90;19
91;1574
92;1151
93;12151
94;2143295
95;39
96;49
97;62809633
98;99
99;10
100;1
101;201
102;101
103;227528
104;51
105;41
106;32080051
107;962
108;1351
109;158070671986249
110;21
111;295
112;127
113;1204353
114;1025
115;1126
116;9801
117;649
118;306917
119;120
120;11
121;1
122;243
123;122
124;4620799
125;930249
126;449
127;4730624
128;577
129;16855
130;6499
131;10610
132;23
133;2588599
134;145925
135;244
136;35
137;6083073
138;47
139;77563250
140;71
141;95
142;143
143;12
144;1
145;289
146;145
147;97
148;73
149;25801741449
150;49
151;1728148040
152;37
153;2177
154;21295
155;249
156;25
157;46698728731849
158;7743
159;1324
160;721
161;11775
162;19601
163;64080026
164;2049
165;1079
166;1700902565
167;168
168;13
169;1
170;339
171;170
172;24248647
173;2499849
174;1451
175;2024
176;199
177;62423
178;1601
179;4190210
180;161
181;2469645423824185801
182;27
183;487
184;24335
185;9249
186;7501
187;1682
188;4607
189;55
190;52021
191;8994000
192;97
193;6224323426849
194;195
195;14
196;1
197;393
198;197
199;16266196520
200;99
201;515095
202;19731763
203;57
204;4999
205;39689
206;59535
207;1151
208;649
209;46551
210;29
211;278354373650
212;66249
213;194399
214;695359189925
215;44
216;485
217;3844063
218;126003
219;74
220;89
221;1665
222;149
223;224
224;15
225;1
226;451
227;226
228;151
229;5848201
230;91
231;76
232;19603
233;1072400673
234;5201
235;46
236;561799
237;228151
238;11663
239;6195120
240;31
241;10085143557001249
242;19601
243;70226
244;1766319049
245;51841
246;88805
247;85292
248;63
